,Make,Model,Year,Distance,Engine_capacity(cm3),Price(euro),Vehicle_age,Distance_per_age,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal,Fuel_type_Diesel,Fuel_type_Hybrid,Fuel_type_Metan/Propan,Fuel_type_Petrol,Fuel_type_Plug-in Hybrid,Transmission_Automatic,Transmission_Manual,Distance_per_year,Vehicle_age_sq,Log_Distance,Log_Vehicle_age,Engine_sq,Log_Engine,Age_x_Distance,Age_x_Engine,Distance_x_Engine,Distance_per_engine,Engine_per_age
32870,0.11887617333161887,0.008454416870258455,1998,250184,1900,20000,28,8935,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8627.034482758621,784,12.429955923179383,3.367295829986474,3610000,7.550135342488429,7005152,53200,475349600,131.60652288269333,65.51724137931035
32871,0.05799151343705799,0.014883631220264884,2011,36000,1400,12500,15,2400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2250.0,225,10.491301994830229,2.772588722239781,1960000,7.244941546337007,540000,21000,50400000,25.69593147751606,87.5
32872,0.05210878230680211,0.014755046933264754,2008,27000,2000,4800,18,1500,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1421.0526315789473,324,10.203629181337648,2.9444389791664403,4000000,7.601402334583733,486000,36000,54000000,13.493253373313344,105.26315789473684
32873,0.038253825382538256,0.008357978655008359,2007,210000,2200,9399,19,11053,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10500.0,361,12.25486757159303,2.995732273553991,4840000,7.696667081526462,3990000,41800,462000000,95.41117673784643,110.0
32874,0.014787193005014788,0.00045004500450045,2003,360000,2200,3400,23,15652,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15000.0,529,12.793862088206213,3.1780538303479458,4840000,7.696667081526462,8280000,50600,792000000,163.56201726487961,91.66666666666667
32875,0.07191076250482191,0.029895846727529894,2004,200000,2200,6999,22,9091,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,8695.652173913044,484,12.206077645517674,3.1354942159291497,4840000,7.696667081526462,4400000,48400,440000000,90.86778736937755,95.65217391304348
32876,0.016362350520766362,0.0009965282242509965,2003,242927,1500,9000,23,10562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10121.958333333334,529,12.400520382121968,3.1780538303479458,2250000,7.313886831633462,5587321,34500,364390500,161.84343770819453,62.5
32877,0.016362350520766362,0.0008357978655008358,1990,162000,1300,1300,36,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4378.378378378378,1296,11.995357787034976,3.6109179126442243,1690000,7.170888478512505,5832000,46800,210600000,124.5196003074558,35.13513513513514
32878,0.04722257940079722,0.01661951909476662,2016,57000,1000,6400,10,5700,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5181.818181818182,100,10.950824090522445,2.3978952727983707,1000000,6.90875477931522,570000,10000,57000000,56.943056943056945,90.9090909090909
32879,0.010897518323260897,0.001317988941751318,2009,143000,1600,5900,17,8412,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7944.444444444444,289,11.870606902224587,2.8903717578961645,2560000,7.3783837129967145,2431000,27200,228800000,89.31917551530293,88.88888888888889
32880,0.08303330333033303,0.029670824225279672,2005,315000,1600,1200,21,15000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14318.181818181818,441,12.660331092405906,3.091042453358316,2560000,7.3783837129967145,6615000,33600,504000000,196.7520299812617,72.72727272727273
32881,0.016362350520766362,0.0008357978655008358,1991,201241,1500,1300,35,5750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5590.027777777777,1225,12.212263442937902,3.58351893845611,2250000,7.313886831633462,7043435,52500,301861500,134.07128580946036,41.666666666666664
32882,0.05210878230680211,0.02729201491577729,2000,285000,2000,3400,26,10962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10555.555555555555,676,12.560247968016562,3.295836866004329,4000000,7.601402334583733,7410000,52000,570000000,142.4287856071964,74.07407407407408
32883,0.11887617333161887,0.02725986884402726,2008,192000,1400,4700,18,10667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,10105.263157894737,324,12.165255859329688,2.9444389791664403,1960000,7.244941546337007,3456000,25200,268800000,137.04496788008566,73.6842105263158
32886,0.08303330333033303,0.029670824225279672,2005,123459,1500,1800,21,5879,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5611.772727272727,441,11.723672495947888,3.091042453358316,2250000,7.313886831633462,2592639,31500,185188500,82.25116588940706,68.18181818181819
32887,0.07191076250482191,0.011058248682011058,1996,123456,1800,1200,30,4115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3982.451612903226,900,11.723648196284437,3.4339872044851463,3240000,7.496097345175956,3703680,54000,222220800,68.54858411993337,58.064516129032256
32888,0.08303330333033303,0.011411855471261412,2005,123456,1500,1800,21,5879,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5611.636363636364,441,11.723648196284437,3.091042453358316,2250000,7.313886831633462,2592576,31500,185184000,82.2491672218521,68.18181818181819
32889,0.05210878230680211,0.02729201491577729,2000,123456,2500,2000,26,4748,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4572.444444444444,676,11.723648196284437,3.295836866004329,6250000,7.824445930877619,3209856,65000,308640000,49.36265493802479,92.5925925925926
32890,0.031985341391281986,0.006654236852256654,1995,123456,2000,1000,31,3982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3858.0,961,11.723648196284437,3.4657359027997265,4000000,7.601402334583733,3827136,62000,246912000,61.69715142428785,62.5
32891,0.004982641121254983,0.0006107753632506107,2004,240000,2500,6300,22,10909,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10434.782608695652,484,12.388398368982115,3.1354942159291497,6250000,7.824445930877619,5280000,55000,600000000,95.96161535385846,108.69565217391305
32892,0.07191076250482191,0.011058248682011058,2014,113000,2200,17500,12,9417,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8692.307692307691,144,11.635151947212842,2.5649493574615367,4840000,7.696667081526462,1356000,26400,248600000,51.34029986369832,169.23076923076923
32893,0.11887617333161887,0.032306802108782305,2012,150000,1390,8499,14,10714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,10000.0,196,11.918397239722838,2.70805020110221,1932100,7.237778191923443,2100000,19460,208500000,107.83608914450036,92.66666666666667
32894,0.046001028674296,0.011026102610261027,2004,200000,1400,2500,22,9091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8695.652173913044,484,12.206077645517674,3.1354942159291497,1960000,7.244941546337007,4400000,30800,280000000,142.7551748750892,60.869565217391305
32895,0.016362350520766362,0.0018323260897518323,1994,222222,1499,8000,32,6944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6734.0,1024,12.311436661181874,3.4965075614664802,2247001,7.313220387090301,7111104,47968,333110778,148.148,45.42424242424242
32896,0.05210878230680211,0.02729201491577729,1993,123456,1800,1650,33,3741,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3631.0588235294117,1089,11.723648196284437,3.5263605246161616,3240000,7.496097345175956,4074048,59400,222220800,68.54858411993337,52.94117647058823
32898,0.046001028674296,0.0041146971840041145,2005,232000,1400,3500,21,11048,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10545.454545454546,441,12.354496960983985,3.091042453358316,1960000,7.244941546337007,4872000,29400,324800000,165.5960028551035,63.63636363636363
32899,0.06882473961681883,0.009997428314259997,1996,320000,1600,2100,30,10667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10322.58064516129,900,12.676079399771027,3.4339872044851463,2560000,7.3783837129967145,9600000,48000,512000000,199.87507807620239,51.61290322580645
32901,0.0012858428700012858,0.00012858428700012858,2008,201220,2000,8200,18,11179,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,10590.526315789473,324,12.212159085518614,2.9444389791664403,4000000,7.601402334583733,3621960,36000,402440000,100.55972013993004,105.26315789473684
32903,0.020284171274270284,0.001543011444001543,2001,256849,1300,2000,25,10274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9878.807692307691,625,12.456247535895415,3.258096538021482,1690000,7.170888478512505,6421225,32500,333903700,197.42428900845505,50.0
32904,0.10084222707985084,0.014722900861514723,2005,280000,1400,5999,21,13333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12727.272727272728,441,12.54254845357358,3.091042453358316,1960000,7.244941546337007,5880000,29400,392000000,199.85724482512492,63.63636363636363
32905,0.04323646650379324,0.017744631606017743,2015,186588,1500,12100,11,16963,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15549.0,121,12.136663616032918,2.4849066497880004,2250000,7.313886831633462,2052468,16500,279882000,124.309127248501,125.0
32906,0.08303330333033303,0.011411855471261412,2007,26000,1461,3990,19,1368,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1300.0,361,10.165890277802454,2.995732273553991,2134521,7.2875606403097235,494000,27759,37986000,17.783857729138166,73.05
32907,0.05210878230680211,0.02729201491577729,1993,230000,1800,1650,33,6970,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6764.705882352941,1089,12.345838935721968,3.5263605246161616,3240000,7.496097345175956,7590000,59400,414000000,127.70682953914492,52.94117647058823
32908,0.0005464832197505465,0.00032146071750032145,1991,201241,2400,1200,35,5750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5590.027777777777,1225,12.212263442937902,3.58351893845611,5760000,7.783640596221253,7043435,84000,482978400,83.81549354435651,66.66666666666667
32910,0.016362350520766362,0.0006429214350006429,2001,25000,1500,1300,25,1000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,961.5384615384615,625,10.12667110305036,3.258096538021482,2250000,7.313886831633462,625000,37500,37500000,16.655562958027982,57.69230769230769
32911,0.038253825382538256,0.0004821910762504822,2000,300000,2500,2000,26,11538,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11111.111111111111,676,12.611541086966115,3.295836866004329,6250000,7.824445930877619,7800000,65000,750000000,119.95201919232306,92.5925925925926
32912,0.10084222707985084,0.0025716857400025716,2006,243222,2200,3400,20,12161,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11582.0,400,12.401733996970886,3.044522437723423,4840000,7.696667081526462,4864440,44000,535088400,110.50522489777374,104.76190476190476
32913,0.06882473961681883,0.030442329947280442,2006,278000,1800,2500,20,13900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13238.095238095239,400,12.535379989788607,3.044522437723423,3240000,7.496097345175956,5560000,36000,500400000,154.3586896168795,85.71428571428571
32914,0.016362350520766362,0.000225022502250225,1990,18000,1500,3750,36,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,486.4864864864865,1296,9.798182590890704,3.6109179126442243,2250000,7.313886831633462,648000,54000,27000000,11.992005329780147,40.54054054054054
32915,0.08303330333033303,0.029670824225279672,2012,216000,1499,7500,14,15429,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,14400.0,196,12.283038316285214,2.70805020110221,2247001,7.313220387090301,3024000,20986,323784000,144.0,99.93333333333334
32917,0.10084222707985084,0.021023530924521024,2010,222000,1600,5999,16,13875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13058.823529411764,256,12.310437165348775,2.833213344056216,2560000,7.3783837129967145,3552000,25600,355200000,138.6633354153654,94.11764705882354
32919,0.10084222707985084,0.001735887874501736,2009,168365,1300,7200,17,9904,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9353.611111111111,289,12.033895460168237,2.8903717578961645,1690000,7.170888478512505,2862205,22100,218874500,129.4119907763259,72.22222222222223
32920,0.04162916291629163,0.000867943937250868,2012,260000,1986,16599,14,18571,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,17333.333333333332,196,12.468440756144114,2.70805020110221,3944196,7.594381242551817,3640000,27804,516360000,130.85052843482637,132.4
32921,0.10084222707985084,0.013437057991513438,2008,200000,2000,6200,18,11111,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,10526.315789473685,324,12.206077645517674,2.9444389791664403,4000000,7.601402334583733,3600000,36000,400000000,99.95002498750625,105.26315789473684
32922,0.08303330333033303,0.01661951909476662,2006,217000,1500,2999,20,10850,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10333.333333333334,400,12.28765724080691,3.044522437723423,2250000,7.313886831633462,4340000,30000,325500000,144.57028647568288,71.42857142857143
32923,0.10084222707985084,0.00941879902275942,2016,45000,2000,16950,10,4500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4090.909090909091,100,10.714439990727769,2.3978952727983707,4000000,7.601402334583733,450000,20000,90000000,22.488755622188904,181.8181818181818
32924,0.08303330333033303,0.011411855471261412,2006,181000,1500,5200,20,9050,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8619.047619047618,400,12.10625783509458,3.044522437723423,2250000,7.313886831633462,3620000,30000,271500000,120.58627581612258,71.42857142857143
32926,0.015976597659765977,0.0007393596502507394,2015,145700,2191,18900,11,13245,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12141.666666666666,121,11.889311855577725,2.4849066497880004,4800481,7.692569648067906,1602700,24101,319228700,66.46897810218978,182.58333333333334
32929,0.08303330333033303,0.029670824225279672,2006,230000,1500,3250,20,11500,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,10952.380952380952,400,12.345838935721968,3.044522437723423,2250000,7.313886831633462,4600000,30000,345000000,153.23117921385742,71.42857142857143
32932,0.05210878230680211,0.02729201491577729,2000,263000,2000,4100,26,10115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9740.74074074074,676,12.479913113434042,3.295836866004329,4000000,7.601402334583733,6838000,52000,526000000,131.43428285857073,74.07407407407408
32933,0.07191076250482191,0.029895846727529894,2004,250000,2700,2350,22,11364,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,10869.565217391304,484,12.429220196836383,3.1354942159291497,7290000,7.901377353792616,5500000,59400,675000000,92.55831173639393,117.3913043478261
32935,0.038253825382538256,0.008357978655008359,2005,182000,2400,6300,21,8667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8272.727272727272,441,12.111767460549332,3.091042453358316,5760000,7.783640596221253,3822000,50400,436800000,75.80174927113703,109.0909090909091
32937,0.038253825382538256,0.0016073035875016073,2017,79000,1600,11000,9,8778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7900.0,81,11.277215789596893,2.302585092994046,2560000,7.3783837129967145,711000,14400,126400000,49.34415990006246,160.0
32938,0.11887617333161887,0.007329304359007329,1996,256326,2400,4200,30,8544,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8268.58064516129,900,12.454209252102215,3.4339872044851463,5760000,7.783640596221253,7689780,72000,615182400,106.75801749271137,77.41935483870968
32939,0.08303330333033303,0.029670824225279672,2015,195000,1500,7500,11,17727,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,16250.0,121,12.180759965737863,2.4849066497880004,2250000,7.313886831633462,2145000,16500,292500000,129.91339107261825,125.0
32941,0.004918348977754918,0.0007393596502507394,2007,120000,1500,4300,19,6316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6000.0,361,11.695255355062795,2.995732273553991,2250000,7.313886831633462,2280000,28500,180000000,79.94670219853431,75.0
32942,0.10084222707985084,0.0025716857400025716,2006,202000,2200,7200,20,10100,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9619.047619047618,400,12.216027926866138,3.044522437723423,4840000,7.696667081526462,4040000,44000,444400000,91.77646524307133,104.76190476190476
32943,0.05210878230680211,0.02729201491577729,2016,200000,2000,15500,10,20000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,18181.81818181818,100,12.206077645517674,2.3978952727983707,4000000,7.601402334583733,2000000,20000,400000000,99.95002498750625,181.8181818181818
32944,0.04162916291629163,0.013662080493763662,2001,280000,2500,2100,25,11200,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10769.23076923077,625,12.54254845357358,3.258096538021482,6250000,7.824445930877619,7000000,62500,700000000,111.95521791283487,96.15384615384616
32945,0.07191076250482191,0.029895846727529894,2010,245000,2196,15500,16,15312,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,14411.764705882353,256,12.409017571151187,2.833213344056216,4822416,7.69484807238461,3920000,35136,538020000,111.51570323167957,129.1764705882353
32946,0.07191076250482191,0.009258068664009259,1998,333614,2229,4800,28,11915,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11503.931034482759,784,12.717742912484654,3.367295829986474,4968441,7.709756864454165,9341192,62412,743625606,149.60269058295964,76.86206896551724
32947,0.015976597659765977,0.002443101453002443,1994,350000,1500,1350,32,10938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,10606.060606060606,1024,12.765691290604371,3.4965075614664802,2250000,7.313886831633462,11200000,48000,525000000,233.17788141239174,45.45454545454545
32948,0.07191076250482191,0.011058248682011058,2001,331000,2000,2899,25,13240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,12730.76923076923,625,12.709876675502672,3.258096538021482,4000000,7.601402334583733,8275000,50000,662000000,165.41729135432283,76.92307692307692
32949,0.015976597659765977,0.0010608203677510608,2009,218000,1500,4099,17,12824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12111.111111111111,289,12.292254928916668,2.8903717578961645,2250000,7.313886831633462,3706000,25500,327000000,145.236508994004,83.33333333333333
32950,0.031985341391281986,0.013662080493763662,2016,110000,1600,17200,10,11000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10000.0,100,11.608244735642321,2.3978952727983707,2560000,7.3783837129967145,1100000,16000,176000000,68.70705808869457,145.45454545454547
32951,0.016137328018516136,0.004178989327504179,2012,290000,2400,15500,14,20714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19333.333333333332,196,12.577639650232573,2.70805020110221,5760000,7.783640596221253,4060000,33600,696000000,120.78300708038317,160.0
32952,0.07191076250482191,0.011058248682011058,2002,325000,2148,5400,24,13542,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,13000.0,576,12.691583538230217,3.2188758248682006,4613904,7.67275789664251,7800000,51552,698100000,151.23313168915774,85.92
32954,0.046001028674296,0.0041146971840041145,2014,90000,1000,6500,12,7500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6923.076923076923,144,11.407576060361786,2.5649493574615367,1000000,6.90875477931522,1080000,12000,90000000,89.91008991008991,76.92307692307692
32955,0.11887617333161887,0.0018323260897518323,1992,247000,2000,1050,34,7265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7057.142857142857,1156,12.417147664184915,3.5553480614894135,4000000,7.601402334583733,8398000,68000,494000000,123.43828085957021,57.142857142857146
32958,0.11887617333161887,0.004757618619004758,2007,215000,1400,7000,19,11316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10750.0,361,12.278397958261774,2.995732273553991,1960000,7.244941546337007,4085000,26600,301000000,153.46181299072092,70.0
32959,0.07191076250482191,0.029895846727529894,2006,330000,2187,9200,20,16500,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15714.285714285714,400,12.706850963741102,3.044522437723423,4782969,7.690743163541872,6600000,43740,721710000,150.82266910420475,104.14285714285714
32960,0.08303330333033303,0.029670824225279672,2004,303000,1461,3700,22,13773,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,13173.91304347826,484,12.621491384816093,3.1354942159291497,2134521,7.2875606403097235,6666000,32142,442683000,207.25034199726403,63.52173913043478
32961,0.038253825382538256,6.429214350006429e-05,2020,1000,2000,22000,6,167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,142.85714285714286,36,6.90875477931522,1.9459101490553132,4000000,7.601402334583733,6000,12000,2000000,0.49975012493753124,285.7142857142857
32962,0.016362350520766362,0.002603831811752604,1997,250000,1700,2500,29,8621,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,8333.333333333334,841,12.429220196836383,3.4011973816621555,2890000,7.438971592395862,7250000,49300,425000000,146.9723691945914,56.666666666666664
32963,0.05799151343705799,0.020959238781020958,2013,176000,1200,8000,13,13538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12571.42857142857,169,12.07824495582233,2.6390573296152584,1440000,7.0909098220799835,2288000,15600,211200000,146.54454621149043,85.71428571428571
32964,0.06882473961681883,0.000867943937250868,2004,240000,1900,5800,22,10909,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10434.782608695652,484,12.388398368982115,3.1354942159291497,3610000,7.550135342488429,5280000,41800,456000000,126.2493424513414,82.6086956521739
32965,0.08303330333033303,0.029670824225279672,2012,168000,1500,6500,14,12000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,11200.0,196,12.031725210748633,2.70805020110221,2250000,7.313886831633462,2352000,21000,252000000,111.92538307794804,100.0
32969,0.038253825382538256,0.0018001800180018,1995,18888,1300,13000,31,609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,590.25,961,9.84633502103182,3.4657359027997265,1690000,7.170888478512505,585528,40300,24554400,14.518063028439661,40.625
32970,0.031985341391281986,0.013662080493763662,2001,130000,2000,4600,25,5200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5000.0,625,11.775297421715827,3.258096538021482,4000000,7.601402334583733,3250000,50000,260000000,64.96751624187905,76.92307692307692
