,Make,Model,Year,Distance,Engine_capacity(cm3),Price(euro),Vehicle_age,Distance_per_age,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal,Fuel_type_Diesel,Fuel_type_Hybrid,Fuel_type_Metan/Propan,Fuel_type_Petrol,Fuel_type_Plug-in Hybrid,Transmission_Automatic,Transmission_Manual,Distance_per_year,Vehicle_age_sq,Log_Distance,Log_Vehicle_age,Engine_sq,Log_Engine,Age_x_Distance,Age_x_Engine,Distance_x_Engine,Distance_per_engine,Engine_per_age
176,0.05799151343705799,0.020959238781020958,2014,155000,1400,9700,12,12917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11923.076923076924,144,11.951186847493476,2.5649493574615367,1960000,7.244941546337007,1860000,16800,217000000,110.63526052819415,107.6923076923077
177,0.05799151343705799,0.020959238781020958,2015,164000,1600,12750,11,14909,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,13666.666666666666,121,12.00762780434872,2.4849066497880004,2560000,7.3783837129967145,1804000,17600,262400000,102.43597751405372,133.33333333333334
178,0.11887617333161887,0.000225022502250225,2010,150589,1400,7999,16,9412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8858.176470588236,256,11.922316191080865,2.833213344056216,1960000,7.244941546337007,2409424,22400,210824600,107.48679514632406,82.3529411764706
179,0.046001028674296,0.008679439372508679,2015,152523,1500,9300,11,13866,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,12710.25,121,11.935077239696316,2.4849066497880004,2250000,7.313886831633462,1677753,16500,228784500,101.61425716189207,125.0
180,0.06882473961681883,0.030442329947280442,2007,190000,1300,4499,19,10000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,9500.0,361,12.154784614286667,2.995732273553991,1690000,7.170888478512505,3610000,24700,247000000,146.0415065334358,65.0
181,0.10084222707985084,0.013437057991513438,2014,165000,2000,15600,12,13750,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,12692.307692307691,144,12.013706813470414,2.5649493574615367,4000000,7.601402334583733,1980000,24000,330000000,82.45877061469265,153.84615384615384
183,0.10084222707985084,0.021023530924521024,2011,182251,1798,8200,15,12150,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11390.6875,225,12.113145623747592,2.772588722239781,3232804,7.4949862339505335,2733765,26970,327687298,101.30683713173985,112.375
184,0.00703998971325704,0.00016073035875016072,2008,185000,1300,3600,18,10278,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9736.842105263158,324,12.128116509451258,2.9444389791664403,1690000,7.170888478512505,3330000,23400,240500000,142.19830899308224,68.42105263157895
185,0.010897518323260897,0.001092966439501093,2012,187000,1300,4600,14,13357,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12466.666666666666,196,12.138869243416009,2.70805020110221,1690000,7.170888478512505,2618000,18200,243100000,143.73558800922368,86.66666666666667
186,0.08303330333033303,0.029670824225279672,2005,190000,1500,3200,21,9048,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,8636.363636363636,441,12.154784614286667,3.091042453358316,2250000,7.313886831633462,3990000,31500,285000000,126.58227848101266,68.18181818181819
188,0.005529124341005529,0.0007072135785007072,2005,400000,2700,5500,21,19048,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18181.81818181818,441,12.899222326086994,3.091042453358316,7290000,7.901377353792616,8400000,56700,1080000000,148.0932987782303,122.72727272727273
189,0.11887617333161887,0.02725986884402726,2010,225550,2000,9650,16,14097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13267.64705882353,256,12.326301576433453,2.833213344056216,4000000,7.601402334583733,3608800,32000,451100000,112.71864067966017,117.6470588235294
190,0.0025073935965025072,0.0006750675067506751,2003,220000,1400,2000,23,9565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9166.666666666666,529,12.301387370778713,3.1780538303479458,1960000,7.244941546337007,5060000,32200,308000000,157.03069236259813,58.333333333333336
191,0.04323646650379324,0.0025073935965025072,2003,90000,1500,1000,23,3913,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3750.0,529,11.407576060361786,3.1780538303479458,2250000,7.313886831633462,2070000,34500,135000000,59.96002664890073,62.5
192,0.08303330333033303,0.012504821910762505,2013,165000,1500,7500,13,12692,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11785.714285714286,169,12.013706813470414,2.6390573296152584,2250000,7.313886831633462,2145000,19500,247500000,109.92671552298468,107.14285714285714
193,0.031985341391281986,0.0003536067892503536,2018,36000,1500,18499,8,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4000.0,64,10.491301994830229,2.1972245773362196,2250000,7.313886831633462,288000,12000,54000000,23.984010659560294,166.66666666666666
194,0.10084222707985084,0.0011572585830011573,2015,102000,1800,12500,11,9273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8500.0,121,11.532737896139919,2.4849066497880004,3240000,7.496097345175956,1122000,19800,183600000,56.63520266518601,150.0
195,0.05210878230680211,0.02729201491577729,2004,2899,2500,6100,22,132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,126.04347826086956,484,7.9724660159745655,3.1354942159291497,6250000,7.824445930877619,63778,55000,7247500,1.1591363454618153,108.69565217391305
196,0.020284171274270284,0.006975697569756975,2003,208367,2000,4600,23,9059,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8681.958333333334,529,12.247061026207485,3.1780538303479458,4000000,7.601402334583733,4792441,46000,416734000,104.13143428285856,83.33333333333333
197,0.11887617333161887,0.008197248296258198,2011,168000,1400,7999,15,11200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10500.0,225,12.031725210748633,2.772588722239781,1960000,7.244941546337007,2520000,21000,235200000,119.91434689507494,87.5
198,0.10084222707985084,0.00045004500450045,2019,2500,1800,18999,7,357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,312.5,49,7.824445930877619,2.0794415416798357,3240000,7.496097345175956,17500,12600,4500000,1.38811771238201,225.0
199,0.021087823068021087,0.003728944323003729,2017,93000,2200,21490,9,10333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9300.0,81,11.440365524765756,2.302585092994046,4840000,7.696667081526462,837000,19800,204600000,42.25352112676056,220.0
200,0.11887617333161887,0.007329304359007329,2004,190000,1896,6300,22,8636,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8260.869565217392,484,12.154784614286667,3.1354942159291497,3594816,7.5480289699350145,4180000,41712,360240000,100.15814443858724,82.43478260869566
201,0.05799151343705799,0.020959238781020958,2011,210000,1400,6400,15,14000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13125.0,225,12.25486757159303,2.772588722239781,1960000,7.244941546337007,3150000,21000,294000000,149.89293361884367,87.5
202,0.001317988941751318,0.0012215507265012214,2014,160000,2000,12200,12,13333,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,12307.692307692309,144,11.982935344196433,2.5649493574615367,4000000,7.601402334583733,1920000,24000,320000000,79.960019990005,153.84615384615384
203,0.08303330333033303,0.011411855471261412,2004,180000,1500,3300,22,8182,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7826.086956521739,484,12.100717685412471,3.1354942159291497,2250000,7.313886831633462,3960000,33000,270000000,119.92005329780146,65.21739130434783
205,0.10084222707985084,0.001735887874501736,2007,202000,2700,14600,19,10632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10100.0,361,12.216027926866138,2.995732273553991,7290000,7.901377353792616,3838000,51300,545400000,74.7871158830063,135.0
206,0.11887617333161887,0.006107753632506108,2017,170000,1422,8200,9,18889,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17000.0,81,12.04355959836804,2.302585092994046,2022084,7.260522598089852,1530000,12798,241740000,119.46591707659873,142.2
207,0.009129484377009129,0.0041146971840041145,2001,256849,1400,1400,25,10274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9878.807692307691,625,12.456247535895415,3.258096538021482,1960000,7.244941546337007,6421225,35000,359588600,183.33261955745897,53.84615384615385
208,0.10084222707985084,0.014722900861514723,2005,222111,1400,4600,21,10577,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10095.954545454546,441,12.31093703813931,3.091042453358316,1960000,7.244941546337007,4664331,29400,310955400,158.5374732334047,63.63636363636363
209,0.11887617333161887,0.0073614504307573615,2013,198000,1400,8400,13,15231,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,14142.857142857143,169,12.19602736016897,2.6390573296152584,1960000,7.244941546337007,2574000,18200,277200000,141.32762312633832,100.0
210,0.021087823068021087,0.0025716857400025716,2004,183454,1300,2500,22,8339,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7976.260869565217,484,12.119724684794946,3.1354942159291497,1690000,7.170888478512505,4035988,28600,238490200,141.00999231360493,56.52173913043478
